Date,Month,Day,Year,Julian Day,Type,Vessel,Captain,Trip #,Grid #,Consolidated Grid,Location,Consolidated Location,Barbed hook,Trip Length (hr),Ave Depth (ft),No Rods,Bait,Species,2015TagInventory,PredatorData.PredatorID,Length (in),Length (cm),Length (mm),PredGW,GWGroup,Released,Sex,Add'l PH Released,Add'l ATF Released,Weight (lb),Weight (kg),Prey Code,Prey Comments,PredatorData.Comments,Gape Width (mm),Gape Height (mm),Gape Notes,DS = data sheet,Time Caught,2016Modified_PreyCode,Checked,ID,PreyData.PredatorID,Inventory/Discarded,PreyID,Processing Date,Tech,NoPrey,ID_Common,ID_final_Mod,ID_final,ID_final_ITIS,Tax Group,Common Name,Characteristics Used,Total Mass (g),Total Mass (mg),Prey Mass (g),Prey Mass (mg),DigState,PreyData.Comments,Oto Cond - 1,Oto Cond - 2,Oto 1 Mass (mg),Oto 2 Mass (mg),Oto 1 L (mm),Oto 2 L (mm),Oto 1 H (mm),Oto 2 H (mm),Total L (mm),Total L (mm) - No Head,FL (mm),FL (mm) - No Head,Std L (mm),Std L (mm) - No Head,Head L (mm),PreySex,Carap L (mm),Carape W (mm),Abd L (mm),Abd W (mm),Rost L (mm),Prop L (mm) - L,Prop H (mm) - L,Prop L (mm) - R,Prop H (mm) - R,Prop L (mm) - U,Prop H (mm) - U,Mantle L (mm),Arm L (mm),Fin L (mm),Tent L (mm),BW (g),UHL,URL,UCL,UW (g),LHL,UJW,LCL,LW (g),Lens Diam 1 (mm),Lens Diam 2 (mm),Other Measurements,Vertebral Count,Pen L (mm)
7/5/15,7,5,2015,186,Personal Use,Private Angler,,,2,B,,N. Lynn Canal,N,,320,,herring,PH,TRUE,1139,12.4,31.5,315,37.6929,<76,N,F,,,,,2,large vertebrae,,,,,,,,TRUE,756,1139,TRUE,1139B,6-Sep-16,CB,2,Benthic Material,Benthic Material,Porifera,46861,Phylum,"Sponge, unidentified","porous, crunchy texture",2.44,,0.22,,"2: < 5% remaining (beak, spines, otoliths)","looks like mouse with lots of silica blades, in with vial 1139A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/5/15,7,5,2015,186,Personal Use,Private Angler,,,2,B,,N. Lynn Canal,N,,320,,herring,PH,TRUE,1139,12.4,31.5,315,37.6929,<76,N,F,,,,,2,large vertebrae,,,,,,,,TRUE,755,1139,TRUE,1139A,6-Sep-16,CB,2,Bony Fishes,Teleostei,Teleostei,161105,Infraclass,"Bony fish, unidentified",vertebrae (large),2.44,,2.22,,"2: < 5% remaining (beak, spines, otoliths)",in with vial 1139B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/30/15,6,30,2015,181,Charter,Ho'okipa,Jon Wilson,,4,C,,Lynn Canal,,,400,,,ATF,TRUE,1140,17.91,45.5,455,93.90745,76-95,N,M,,,1.76,0.8,3,fish,,85.5,85.6,head frozen,,,,TRUE,83,1140,TRUE,1140A,11-May-16,SL,1,Walleye Pollock,Gadus chalcogrammus,Gadus chalcogrammus,934083,Species,Walleye Pollock,"robust parapophyses, otolith shape, no barbel",15.78,,15.78,,3: 5-49% remaining (some muscle),"full fish head to tail, flesh attached, no skin or scales attached, loose bones, loose lens, loose scale, missing few posterior vertebrae, otolith (2) (condition 1 and 2 = excellent, half-pulled), oto1 (H=037L), oto2 (H=038L), looks like 1 individual?",excellent,excellent,37.44,34.75,8.88,8.57,3.28,3.25,,,,,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/18/15,7,18,2015,199,Personal Use,Private Angler,,,3,B,,N. Lynn Canal,N,,280,,herring,PH,TRUE,1142,27.95,71,710,84.9586,76-95,N,M,,,8.6,3.9,5,fish,,87.8,86.2,,,,1,TRUE,242,1142,TRUE,1142A,14-Jul-16,CB,1,Pacific Herring,Clupea pallasii,Clupea pallasii,551209,Species,Pacific Herring,"body/head shape, otolith shape, H-shaped hemal arches",56.32,,56.32,,"4: 50-74% remaining (body morph distinguishable, little/no skin, intact muscle)","tail missing (to end of hypural), pulled otolith from head (lost one)",excellent,excellent,4.3,,4.03,,1.79,,,,,,192,,49.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/25/15,7,25,2015,206,Personal Use,Private Angler,,,2,B,,N. Lynn Canal,N,,270,,salmon,PH,TRUE,1145,33.62,85.4,854,102.18964,96-115,N,F,,,14.55,6.6,3,fish,,,,,,,,TRUE,804,1145,TRUE,1145A,7-Sep-16,CB,1,Pacific Herring,Clupea pallasii,Clupea pallasii,551209,Species,Pacific Herring,H shaped hemal arches,3.84,,3.84,,3: 5-49% remaining (some muscle),"vertebral column with flesh, misc. bones",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/5/15,7,5,2015,186,Personal Use,Private Angler,,,1,B,,N. Lynn Canal,N,,250,,"herring, salmon",PH,TRUE,1147,38.74,98.4,984,117.74544,116-135,N,F,,,,,3,big fish (Tupperware),,,118.6,,,,,TRUE,1459,1147,TRUE,1147B,30-Nov-16,CB,3,Walleye Pollock,Gadus chalcogrammus,Gadus chalcogrammus,934083,Species,Walleye Pollock,"club-like post cleithrum, otolith shape",108.14,,8.68,,"2: < 5% remaining (beak, spines, otoliths)","dentary, premaxilla (2), maxilla (2), cleithrum, (2) subopercle, vertebrae, post cleithrum (2),  anguloarticular, misc. bones, otolith #2 broken in half",poor,poor,260.73,205.18,19.79,,8.17,7.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/5/15,7,5,2015,186,Personal Use,Private Angler,,,1,B,,N. Lynn Canal,N,,250,,"herring, salmon",PH,TRUE,1147,38.74,98.4,984,117.74544,116-135,N,F,,,,,3,big fish (Tupperware),,,118.6,,,,,TRUE,1460,1147,TRUE,1147C,30-Nov-16,CB,3,Walleye Pollock,Gadus chalcogrammus,Gadus chalcogrammus,934083,Species,Walleye Pollock,"club-like post cleithrum, otolith shape",108.14,,98.29,,3: 5-49% remaining (some muscle),"skeleton (medium fish with flesh), lens (2), cleithrum (2), subopercle (2), post cleithrum, misc. bones",excellent,excellent,467.48,466.52,20.53,20.48,8.39,8.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/5/15,7,5,2015,186,Personal Use,Private Angler,,,1,B,,N. Lynn Canal,N,,250,,"herring, salmon",PH,TRUE,1147,38.74,98.4,984,117.74544,116-135,N,F,,,,,3,big fish (Tupperware),,,118.6,,,,,TRUE,1458,1147,TRUE,1147A,30-Nov-16,CB,3,Bony Fishes,Teleostei,Teleostei,161105,Infraclass,"Bony fish, unidentified",fish bones,108.14,,1.17,,"2: < 5% remaining (beak, spines, otoliths)","dentary,  cleithrum",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/25/15,7,25,2015,206,Personal Use,Private Angler,,,2,B,,N. Lynn Canal,N,,280,,salmon,PH,TRUE,1148,27.99,71.1,711,85.07826,76-95,N,M,,,8.6,3.9,3,octopus arm,,,,,,,,TRUE,80,1148,TRUE,1148A,11-May-16,SL,1,Clams/Mussels/Snails,Mollusca,Cephalopoda,82326,Class,"Squid/Octopus, unidentified",arm thickness/size,16.9,,16.9,,3: 5-49% remaining(some muscle),"severed octopus arm, arm measurement is minimum (may not be complete)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,245,,,,,,,,,,,,,,,,
7/5/15,7,5,2015,186,Personal Use,Private Angler,,,2,B,,N. Lynn Canal,N,,320,,herring,PH,TRUE,1149,42.2,107.2,1072,128.27552,116-135,N,F,,,27.01,12.25,2,"large fish bones, otolith, vertebrae, mandible",,124.6,109.7,,,,,TRUE,1628,1149,TRUE,1149A,1-Feb-17,HW,1,Walleye Pollock,Gadus chalcogrammus,Gadus chalcogrammus,934083,Species,Walleye Pollock,"robust parapophyses, club-like post cleithrum, otolith shape",20.93,,20.93,,"2: < 5% remaining (beak, spines, otoliths)","dentary, cleithrum, partial vertebrae, branchiostegal rays, premaxilla, anguloarticular (2), maxilla (2), post cleithrum",poor,poor,347.74,351.22,21.02,20.54,8,7.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/27/15,6,27,2015,178,Charter,Ho'okipa,Jon Wilson?,,,,,,,,,,,PH,TRUE,1152,,,,,NA,N,,,,,,5,5/big fish/small fish (in freezer),,,,,,,,TRUE,1434,1152,TRUE,1152B,29-Nov-16,CB,2,Walleye Pollock,Gadus chalcogrammus,Gadus chalcogrammus,934083,Species,Walleye Pollock,"club-like post cleithrum, tear drop-shaped first neural arch",217.68,,57.67,,"4: 50-74% remaining (body morph distinguishable, little/no skin, intact muscle)","skeleton with flesh attached, medium fish, missing last few vertebrae, otolith #1 = broken, SL approximate",excellent,excellent,130.41,131.24,,14.04,5,4.94,,,,,275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,
6/27/15,6,27,2015,178,Charter,Ho'okipa,Jon Wilson?,,,,,,,,,,,PH,TRUE,1152,,,,,NA,N,,,,,,5,5/big fish/small fish (in freezer),,,,,,,,TRUE,1433,1152,TRUE,1152A,29-Nov-16,CB,2,Pacific Cod,Gadus macrocephalus,Gadus macrocephalus,164711,Species,Pacific Cod,"flattened post cleithrum, lyre 1st neural, otolith shape, barbel visible",217.68,,160.01,,"5: 75-99% remaining (body morph easily distinguishable, some/most skin)",full fish,excellent,excellent,164.74,160.26,14.16,14.14,5.65,5.62,314,,303,,281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/30/15,6,30,2015,181,Charter,Shelter Lodge,Brandon Rux or Jon Wilson,,4,C,,Lynn Canal,,,,,,PH,TRUE,1153,27.75,70.5,705,84.342351,76-95,N,M,,,,,3,fish bones with flesh and gills attached,,,,,,,,TRUE,1877,1153,TRUE,1153A,19-Apr-17,CB,1,Walleye Pollock,Gadus chalcogrammus,Gadus chalcogrammus,934083,Species,Walleye Pollock,"club-like post cleithrum, otolith shape",38.75,,38.75,,3: 5-49% remaining (some muscle),"head- all bones, otolith pulled but degraded",fair,fair,336.88,308.52,17.95,17.69,7.34,7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/30/15,6,30,2015,181,Charter,Shelter Lodge,Brandon Rux or Jon Wilson,,4,C,,Lynn Canal,,,,,,PH,TRUE,1154,35.5,90.2,902,107.897422,96-115,N,F,,,,,3,fish bones with flesh attached,,,,,,,,TRUE,1620,1154,TRUE,1154A,29-Dec-16,CB,2,Bony Fishes,Teleostei,Teleostei,161105,Infraclass,"Bony fish, unidentified",fish bones,57.29,,56.8,,3: 5-49% remaining (some muscle),"misc. fish bones, salmon? Large cleithrum, some vertebrae (no parapophyses)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/30/15,6,30,2015,181,Charter,Shelter Lodge,Brandon Rux or Jon Wilson,,4,C,,Lynn Canal,,,,,,PH,TRUE,1154,35.5,90.2,902,107.897422,96-115,N,F,,,,,3,fish bones with flesh attached,,,,,,,,TRUE,1621,1154,TRUE,1154B,29-Dec-16,CB,2,Squids,Teuthida,Teuthida,82367,Order,"Squid, unidentified",beak shape,57.29,,0.49,,"2: < 5% remaining (beak, spines, otoliths)","squid beak (upper and lower), lens, bit of flesh",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,15.95,5.79,18.73,0.06,5.22,3.76,12.71,0.04,7.51,,,,
6/30/15,6,30,2015,181,Charter,Shelter Lodge,Brandon Rux or Jon Wilson,,4,C,,Lynn Canal,,,,,,PH,TRUE,1155,44.25,112.4,1124,134.491857,116-135,N,F,,,,,2,vertebrae and other fish bones,,,,,,,,TRUE,1838,1155,TRUE,1155A,8-Feb-17,HW,1,Walleye Pollock,Gadus chalcogrammus,Gadus chalcogrammus,934083,Species,Walleye Pollock,"club-like post cleithrum, robust parapophyses",11.72,,11.72,,"2: < 5% remaining (beak, spines, otoliths)","large post cleithrum, cleithrum, vertebrae, fin rays",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/30/15,6,30,2015,181,Charter,Shelter Lodge,Brandon Rux or Jon Wilson,,,,,,,,,,,PH,TRUE,1156,48,121.9,1219,145.889472,>135,N,,,,,,2,cephalopod beaks and fish bones,,,,,,,,TRUE,71,1156,TRUE,1156H,3-May-16,SL,9,Octopuses,Octopodidae,Octopodidae,82590,Family,"Octopus, unidentified",beak shape,9.8,,0.15,,"2: < 5% remaining (beak, spines, otoliths)","octopus upper and lower beak, matched based on hardness and size",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13,7.76,,17.54,0.07,5.18,,11.79,0.06,,,,,
6/30/15,6,30,2015,181,Charter,Shelter Lodge,Brandon Rux or Jon Wilson,,,,,,,,,,,PH,TRUE,1156,48,121.9,1219,145.889472,>135,N,,,,,,2,cephalopod beaks and fish bones,,,,,,,,TRUE,69,1156,TRUE,1156F,3-May-16,SL,9,Octopuses,Octopodidae,Octopodidae,82590,Family,"Octopus, unidentified",beak shape,9.8,,0.16,,"2: < 5% remaining (beak, spines, otoliths)",octopus upper beak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.58,,22.05,0.13,,,,,,,,,
6/30/15,6,30,2015,181,Charter,Shelter Lodge,Brandon Rux or Jon Wilson,,,,,,,,,,,PH,TRUE,1156,48,121.9,1219,145.889472,>135,N,,,,,,2,cephalopod beaks and fish bones,,,,,,,,TRUE,70,1156,TRUE,1156G,3-May-16,SL,9,Octopuses,Octopodidae,Octopodidae,82590,Family,"Octopus, unidentified",beak shape,9.8,,0.16,,"2: < 5% remaining (beak, spines, otoliths)",octopus upper beak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.08,,19.03,0.11,,,,,,,,,
6/30/15,6,30,2015,181,Charter,Shelter Lodge,Brandon Rux or Jon Wilson,,,,,,,,,,,PH,TRUE,1156,48,121.9,1219,145.889472,>135,N,,,,,,2,cephalopod beaks and fish bones,,,,,,,,TRUE,67,1156,TRUE,1156D,3-May-16,SL,9,Octopuses,Octopodidae,Octopodidae,82590,Family,"Octopus, unidentified",beak shape,9.8,,0.24,,"2: < 5% remaining (beak, spines, otoliths)","octopus upper beak, not much meat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.8,,26.13,0.24,,,,,,,,,
6/30/15,6,30,2015,181,Charter,Shelter Lodge,Brandon Rux or Jon Wilson,,,,,,,,,,,PH,TRUE,1156,48,121.9,1219,145.889472,>135,N,,,,,,2,cephalopod beaks and fish bones,,,,,,,,TRUE,68,1156,TRUE,1156E,3-May-16,SL,9,Octopuses,Octopodidae,Octopodidae,82590,Family,"Octopus, unidentified",beak shape,9.8,,0.24,,"2: < 5% remaining (beak, spines, otoliths)",octopus upper beak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.43,,24.5,0.22,,,,,,,,,
6/30/15,6,30,2015,181,Charter,Shelter Lodge,Brandon Rux or Jon Wilson,,,,,,,,,,,PH,TRUE,1156,48,121.9,1219,145.889472,>135,N,,,,,,2,cephalopod beaks and fish bones,,,,,,,,TRUE,65,1156,TRUE,1156B,3-May-16,SL,9,Octopuses,Octopodidae,Octopodidae,82590,Family,"Octopus, unidentified",beak shape,9.8,,0.26,,"2: < 5% remaining (beak, spines, otoliths)","octopus upper beak, not much meat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.34,,22.26,0.26,,,,,,,,,
6/30/15,6,30,2015,181,Charter,Shelter Lodge,Brandon Rux or Jon Wilson,,,,,,,,,,,PH,TRUE,1156,48,121.9,1219,145.889472,>135,N,,,,,,2,cephalopod beaks and fish bones,,,,,,,,TRUE,66,1156,TRUE,1156C,3-May-16,SL,9,Octopuses,Octopodidae,Octopodidae,82590,Family,"Octopus, unidentified",beak shape,9.8,,0.28,,"2: < 5% remaining (beak, spines, otoliths)","octopus upper and lower beak, paired together because they were stacked",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17,8.3,,19.09,0.1,5.11,,12.37,0.07,,,,,
6/30/15,6,30,2015,181,Charter,Shelter Lodge,Brandon Rux or Jon Wilson,,,,,,,,,,,PH,TRUE,1156,48,121.9,1219,145.889472,>135,N,,,,,,2,cephalopod beaks and fish bones,,,,,,,,TRUE,64,1156,TRUE,1156A,3-May-16,SL,9,Octopuses,Octopodidae,Octopodidae,82590,Family,"Octopus, unidentified",beak shape,9.8,,0.34,,"2: < 5% remaining (beak, spines, otoliths)","octopus upper and lower beak, paired together because they were stacked",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,9.53,,21.73,0.19,5.53,,13.62,0.11,,,,,
6/30/15,6,30,2015,181,Charter,Shelter Lodge,Brandon Rux or Jon Wilson,,,,,,,,,,,PH,TRUE,1156,48,121.9,1219,145.889472,>135,N,,,,,,2,cephalopod beaks and fish bones,,,,,,,,TRUE,72,1156,TRUE,1156I,3-May-16,SL,9,Rockfishes/Sculpins,Scorpaeniformes,Sebastidae,643436,Family,"Rockfish, unidentified","preopercle spines, premaxilla shape (compared to boiled Silvergray RF)",9.8,,7.97,,"2: < 5% remaining (beak, spines, otoliths)","lens, dentary, several misc. bones, scales; same as 1226A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/30/15,6,30,2015,181,Charter,Shelter Lodge,Brandon Rux or Jon Wilson,,4,C,,Lynn Canal,,,,,,PH,TRUE,1157,34.25,87,870,104.098217,96-115,N,F,,,,,3,fish,,,,,,,,TRUE,1796,1157,TRUE,1157B,28-Apr-17,CB,2,Walleye Pollock,Gadus chalcogrammus,Gadus chalcogrammus,934083,Species,Walleye Pollock,club-like post cleithrum,77.72,,1.49,,"2: < 5% remaining (beak, spines, otoliths)","loose vert, post cleithrum, cleithrum (2)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/30/15,6,30,2015,181,Charter,Shelter Lodge,Brandon Rux or Jon Wilson,,4,C,,Lynn Canal,,,,,,PH,TRUE,1157,34.25,87,870,104.098217,96-115,N,F,,,,,3,fish,,,,,,,,TRUE,1795,1157,TRUE,1157A,28-Apr-17,CB,2,Walleye Pollock,Gadus chalcogrammus,Gadus chalcogrammus,934083,Species,Walleye Pollock,"club-like post cleithrum , otolith shape, robust parapophyses",77.72,,76.23,,3: 5-49% remaining (some muscle),"head and partial vert (attached), +some skin, dentary, post cleithrum (2), premaxilla (2),maxilla -2, cleithrum (2), subopercle (2), otolith pulled but degraded",fair,fair,411.94,420.09,19.39,19.4,7.58,7.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/30/15,6,30,2015,181,Charter,Shelter Lodge,Brandon Rux or Jon Wilson,,4,C,,Lynn Canal,,,,,,PH,TRUE,1163,33.5,85.1,851,101.818694,96-115,N,F,,,,,2,cephalopod beak,,,,,,,,TRUE,130,1163,TRUE,1163B,26-May-16,SL,2,Squids,Teuthida,Teuthida,82367,Order,"Squid, unidentified",beak shape,0.29,,0.09,,"2: < 5% remaining (beak, spines, otoliths)","squid beak (lower), lower beak missing wings not weighed, smallest stomach",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,14.95,,,,,,
6/30/15,6,30,2015,181,Charter,Shelter Lodge,Brandon Rux or Jon Wilson,,4,C,,Lynn Canal,,,,,,PH,TRUE,1163,33.5,85.1,851,101.818694,96-115,N,F,,,,,2,cephalopod beak,,,,,,,,TRUE,129,1163,TRUE,1163A,26-May-16,SL,2,Squids,Teuthida,Teuthida,82367,Order,"Squid, unidentified",beak shape,0.29,,0.2,,"2: < 5% remaining (beak, spines, otoliths)","squid beak (lower), lower beak missing wings not weighted, largest in stomach",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.45,,18.77,,,,,,
6/30/15,6,30,2015,181,Charter,Shelter Lodge,Brandon Rux or Jon Wilson,,4,C,,Lynn Canal,,,,,,PH,TRUE,1164,33.5,85.1,851,101.818694,96-115,N,F,,,,,2,fish vertebrae and other bones,,,,,,,,TRUE,1703,1164,TRUE,1164A,7-Apr-17,CB,1,Walleye Pollock,Gadus chalcogrammus,Gadus chalcogrammus,934083,Species,Walleye Pollock,"club-like post cleithrum, otolith shape",3.83,,3.83,,"2: < 5% remaining (beak, spines, otoliths)","dentary, premaxilla (2), anguloarticular, otolith (2), cleithrum (2), branchiostegal rays, misc. bones",fair,fair,276.43,322.47,19.32,20.47,7.32,7.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/30/15,6,30,2015,181,Charter,Shelter Lodge,Brandon Rux or Jon Wilson,,4,C,,Lynn Canal,,,,,,PH,TRUE,1166,35.75,90.8,908,108.657263,96-115,N,F,,,,,2,vertebrae and other bones,,,,,,,,TRUE,1724,1166,TRUE,1166A,7-Apr-17,CB,1,Walleye Pollock,Gadus chalcogrammus,Gadus chalcogrammus,934083,Species,Walleye Pollock,"club-like post cleithrum, otolith shape, robust parapophyses",34.55,,34.55,,"2: < 5% remaining (beak, spines, otoliths)","cleithrum (2), subopercle (2), anguloarticular (2), loose vertebrae, dentary, premaxilla (2), maxilla - 2, post cleithrum (2), partial column",fair,fair,432.69,387.68,19.44,20.17,7.82,7.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/30/15,6,30,2015,181,Charter,Shelter Lodge,Brandon Rux or Jon Wilson,,4,C,,Lynn Canal,,,,,,PH,TRUE,1171,41.5,105.4,1054,126.133606,116-135,N,F,,,,,2,one rib bone,,,,,,,,TRUE,637,1171,TRUE,1171A,19-Aug-16,CB,1,Bony Fishes,Teleostei,Teleostei,161105,Infraclass,"Bony fish, unidentified",fin ray,,9.8,0.0098,9.8,"2: < 5% remaining (beak, spines, otoliths)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/30/15,6,30,2015,181,Charter,Shelter Lodge,Brandon Rux or Jon Wilson,,4,C,,Lynn Canal,,,,,,PH,TRUE,1173,33.75,85.7,857,102.578535,96-115,N,F,,,,,,,,,,,,,,TRUE,1792,1173,TRUE,1173A,28-Apr-17,CB,3,Pacific Herring,Clupea pallasii,Clupea pallasii,551209,Species,Pacific Herring,body morphology,121.79,,56.64,,"4: 50-74% remaining (body morph distinguishable, little/no skin, intact muscle)","full fish, little skin, tail separated from body no measurements",,,,,,,,,,,,,,,45.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/30/15,6,30,2015,181,Charter,Shelter Lodge,Brandon Rux or Jon Wilson,,4,C,,Lynn Canal,,,,,,PH,TRUE,1173,33.75,85.7,857,102.578535,96-115,N,F,,,,,,,,,,,,,,TRUE,1793,1173,TRUE,1173B,28-Apr-17,CB,3,Pacific Herring,Clupea pallasii,Clupea pallasii,551209,Species,Pacific Herring,body morphology,121.79,,60.55,,"4: 50-74% remaining (body morph distinguishable, little/no skin, intact muscle)","full fish, little skin",,,,,,,,,211,,,,177,,42.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/30/15,6,30,2015,181,Charter,Shelter Lodge,Brandon Rux or Jon Wilson,,4,C,,Lynn Canal,,,,,,PH,TRUE,1173,33.75,85.7,857,102.578535,96-115,N,F,,,,,,,,,,,,,,TRUE,1794,1173,TRUE,1173C,28-Apr-17,CB,3,Walleye Pollock,Gadus chalcogrammus,Gadus chalcogrammus,934083,Species,Walleye Pollock,club-like post cleithrum,121.79,,4.6,,"2: < 5% remaining (beak, spines, otoliths)","dentary, maxilla (2), premaxilla (2), cleithrum (2), branchiostegal rays, cleithrum (2), misc. bones and vertebrae, post cleithrum, anguloarticular, subopercle (2) otolith 2 broken",fair,poor,143.11,,14.58,,5.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/30/15,6,30,2015,181,Charter,Shelter Lodge,Brandon Rux or Jon Wilson,,4,C,,Lynn Canal,,,,,,PH,TRUE,1175,40.25,102.2,1022,122.334401,116-135,N,F,,,,,5,"one squid, mostly intact",,,,,,,,TRUE,44,1175,TRUE,1175A,1-May-16,SL,1,Octopuses,Octopodidae,Enteroctopus dofleini,557227,Species,Giant Pacific Octopus,"beak shape, arm size, ink present",27.88,,27.88,,3: 5-49% remaining(some muscle),"octopus upper and lower beak, mantle, some arms (too degraded for measurement), beak pulled",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22,8.07,,17.7,0.12,5.52,,11.9,0.1,,,,,
7/22/15,7,22,2015,203,Research,UAF,RV Ishkeen,,7,D,,Favorite Channel,N,3.23,317,3,"squid, ATF",ATF,FALSE,1178,24.09,61.2,612,126.31068,116-135,N,U,,,,,,,,,,,,,,TRUE,459,1178,TRUE,1178B,29-Jul-16,CB,2,Crabs/Shrimps,Crustacea,Pleocyemata,96105,Suborder,"Crab, unidentified","crab bits (carapace, etc.)",0.18,181.04,0.17268,172.68,"2: < 5% remaining (beak, spines, otoliths)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/22/15,7,22,2015,203,Research,UAF,RV Ishkeen,,7,D,,Favorite Channel,N,3.23,317,3,"squid, ATF",ATF,FALSE,1178,24.09,61.2,612,126.31068,116-135,N,U,,,,,,,,,,,,,,TRUE,458,1178,TRUE,1178A,29-Jul-16,CB,2,Bony Fishes,Teleostei,Teleostei,161105,Infraclass,"Bony fish, unidentified",fish bones,0.18,181.04,0.00836,8.36,"2: < 5% remaining (beak, spines, otoliths)",maxilla (2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/22/15,7,22,2015,203,Research,UAF,RV Ishkeen,,7,D,,Favorite Channel,N,3.23,324,3,"squid, ATF",ATF,FALSE,1186,20.55,52.2,522,107.73558,96-115,N,U,,,,,,,,,,,,,,TRUE,507,1186,TRUE,1186A,2-Aug-16,CB,1,Bony Fishes,Teleostei,Teleostei,161105,Infraclass,"Bony fish, unidentified",fish bones,0.14,,0.14,,"2: < 5% remaining (beak, spines, otoliths)","subopercle, premaxilla, bits of flesh, fin rays",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/22/15,7,22,2015,203,Research,UAF,RV Ishkeen,,7,D,,Favorite Channel,N,3.23,,3,"squid, ATF",ATF,FALSE,1187,19.09,48.5,485,100.09915,96-115,N,U,,,,,,,,,,,,,,TRUE,454,1187,TRUE,1187B,29-Jul-16,CB,2,Pollock/Cod,Gadus,Gadus,164710,Genus,Pollock/Cod,"otolith shape, small barbel",1.56,,1.38,,"2: < 5% remaining (beak, spines, otoliths)","otolith (2), dentary with one row of teeth and barbel, premaxilla (2), miscellaneous fish bones, fin rays, oto1 H=038L",good,fair,127.97,97.1,13.5,12.57,5.11,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/22/15,7,22,2015,203,Research,UAF,RV Ishkeen,,7,D,,Favorite Channel,N,3.23,,3,"squid, ATF",ATF,FALSE,1187,19.09,48.5,485,100.09915,96-115,N,U,,,,,,,,,,,,,,TRUE,453,1187,TRUE,1187A,29-Jul-16,CB,2,Bony Fishes,Teleostei,Teleostei,161105,Infraclass,"Bony fish, unidentified",fish bones,1.56,,0.18,,"2: < 5% remaining (beak, spines, otoliths)","dentary, maxilla (2), premaxilla",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
