Month,Day,Year,Julian Day,Type,Vessel,Captain,Trip #,Grid #,Consolidated Grid,Location,Consolidated Location,Barbed hook,Trip Length (hr),Ave Depth (ft),No Rods,Bait,Date,Species,2015TagInventory,PredatorID,Length (in),Length (cm),Length (mm),PredGW,GWGroup,Released,Sex,Add'l PH Released,Add'l ATF Released,Weight (lb),Weight (kg),Prey Code,Prey Comments,Comments,Gape Width (mm),Gape Height (mm),Gape Notes,DS = data sheet,Time Caught,2016Modified_PreyCode
7,20,2015,201,Charter,Shelter Lodge,Richard Yamada,1,7,D,,Favorite Channel,N,1.25,350,4,"skin, cod, salmon",7/20/2015,ATF,FALSE,1442,19.25,48.9,489,100.9143905,96-115,Y,,,,,,,,,,,,,,
7,20,2015,201,Charter,Shelter Lodge,Richard Yamada,1,7,D,,Favorite Channel,N,1.25,350,4,"skin, cod, salmon",7/20/2015,ATF,FALSE,1449,21.50,54.6,546,112.709579,96-115,Y,,,,,,,,,,,,,,
7,20,2015,201,Charter,Shelter Lodge,Richard Yamada,1,7,D,,Favorite Channel,N,1.25,350,4,"skin, cod, salmon",7/20/2015,ATF,FALSE,1447,22.50,57.2,572,117.951885,116-135,Y,,,,,,,,,,,,,,
7,20,2015,201,Charter,Shelter Lodge,Richard Yamada,1,7,D,,Favorite Channel,N,1.25,350,4,"skin, cod, salmon",7/20/2015,ATF,FALSE,1446,22.50,57.2,572,117.951885,116-135,Y,,,,,,,,,,,,,,
7,20,2015,201,Charter,Shelter Lodge,Richard Yamada,1,7,D,,Favorite Channel,N,1.25,350,4,"skin, cod, salmon",7/20/2015,ATF,FALSE,1426,23.50,59.7,597,123.194191,116-135,Y,,,,,,,,,,,,,,
7,20,2015,201,Charter,Shelter Lodge,Richard Yamada,1,7,D,,Favorite Channel,N,1.25,350,4,"skin, cod, salmon",7/20/2015,ATF,FALSE,1436,24.50,62.2,622,128.436497,116-135,Y,,,,,,,,,,,,,,
7,20,2015,201,Charter,Shelter Lodge,Richard Yamada,1,7,D,,Favorite Channel,N,1.25,350,4,"skin, cod, salmon",7/20/2015,ATF,FALSE,1445,26.00,66.0,660,136.299956,>136,Y,,10,0,,,,,,,,,,,
7,20,2015,201,Charter,Shelter Lodge,Richard Yamada,1,7,D,,Favorite Channel,N,1.25,350,4,"skin, cod, salmon",7/20/2015,ATF,FALSE,1443,26.25,66.7,667,137.6105325,>136,Y,,,,,,,,,,,,,,
7,20,2015,201,Charter,Shelter Lodge,Richard Yamada,1,7,D,,Favorite Channel,N,1.25,350,4,"skin, cod, salmon",7/20/2015,ATF,FALSE,1450,26.75,67.9,679,140.2316855,>136,Y,,,,,,,,,,,,,,
7,20,2015,201,Charter,Shelter Lodge,Richard Yamada,1,7,D,,Favorite Channel,N,1.25,350,4,"skin, cod, salmon",7/20/2015,ATF,FALSE,1437,28.50,72.4,724,149.405721,>136,Y,,,,,,,,,,,,,,
7,21,2015,202,Charter,Lokahi,Jason Helyer,1,9,F,,Funter Bay,Y,2.13,375,4,salmon,7/21/2015,ATF,FALSE,0585,21.50,54.6,546,112.709579,96-115,Y,,,,,,,,,,,,,,0
7,22,2015,203,Charter,Miley T,Brandon Rux,1,7,D,,Favorite Channel,N,1.00,300,4,"skin, cod",7/22/2015,ATF,FALSE,0944A,21.50,54.6,546,112.709579,96-115,Y,,,,,,,,,,,,,,
7,22,2015,203,Charter,Kiska Ann,Ben Huntley,1,7,D,,Favorite Channel,Y,0.92,300,4,"skin, cod, salmon",7/22/2015,ATF,FALSE,0337,23.00,58.4,584,120.573038,116-135,Y,,,,,,,,,,,,,,
7,22,2015,203,Charter,Miley T,Brandon Rux,1,7,D,,Favorite Channel,N,1.00,300,4,"skin, cod",7/22/2015,ATF,FALSE,0978,23.25,59.1,591,121.8836145,116-135,Y,,,,,,,,,,,,,,
7,22,2015,203,Charter,Kiska Ann,Ben Huntley,1,7,D,,Favorite Channel,Y,0.92,300,4,"skin, cod, salmon",7/22/2015,ATF,FALSE,0350,23.25,59.1,591,121.8836145,116-135,Y,,0,,,,,,,,,,,,
7,22,2015,203,Charter,Kiska Ann,Ben Huntley,1,7,D,,Favorite Channel,Y,0.92,300,4,"skin, cod, salmon",7/22/2015,ATF,FALSE,1530,24.25,61.6,616,127.1259205,116-135,Y,,,,,,,,,,,,,,
7,22,2015,203,Charter,Kiska Ann,Ben Huntley,1,7,D,,Favorite Channel,Y,0.92,300,4,"skin, cod, salmon",7/22/2015,ATF,FALSE,1529,24.50,62.2,622,128.436497,116-135,Y,,,,,,,,,,,,,,
7,22,2015,203,Charter,Kiska Ann,Ben Huntley,1,7,D,,Favorite Channel,Y,0.92,300,4,"skin, cod, salmon",7/22/2015,ATF,FALSE,0333,25.25,64.1,641,132.3682265,116-135,Y,,,,,,,,,,,,,,
7,22,2015,203,Charter,Kiska Ann,Ben Huntley,1,7,D,,Favorite Channel,Y,0.92,300,4,"skin, cod, salmon",7/22/2015,ATF,FALSE,0306,27.25,69.2,692,142.8528385,>136,Y,,,,,,,,,,,,,,
7,24,2015,205,Charter,Kiska Ann,Ben Huntley,1,9,F,,Funter Bay,Y,1.08,350,5,"skin, cod, salmon",7/24/2015,ATF,FALSE,1547,21.25,54.0,540,111.3990025,96-115,Y,,,,,,,,,,,,,,0
7,24,2015,205,Charter,Kiska Ann,Ben Huntley,1,9,F,,Funter Bay,Y,1.08,350,5,"skin, cod, salmon",7/24/2015,ATF,FALSE,1542,24.00,61.0,610,125.815344,116-135,Y,,,,,,,,,,,,,,0
7,25,2015,206,Charter,Lokahi,Jason Helyer,1,4,C,,Lynn Canal,Y,2.25,375,4,salmon,7/25/2015,ATF,FALSE,0547,20.75,52.7,527,108.7778495,96-115,Y,,,,,,,,,,,,,,
7,25,2015,206,Charter,Lokahi,Jason Helyer,1,4,C,,Lynn Canal,Y,2.25,375,4,salmon,7/25/2015,ATF,FALSE,1091B,23.25,59.1,591,121.8836145,116-135,Y,,,,,,,,,,,,,,
7,26,2015,207,Charter,Ho'okipa,Jon Wilson,1,9,F,,Funter Bay,Y,3.00,2100,2,"skin, cod",7/26/2015,ATF,FALSE,1586,21.00,53.3,533,110.088426,96-115,Y,,0,0,,,,,,,,,,,0
7,27,2015,208,Charter,Kaley Y,Kenji Yamada,2,5,C,,Lynn Canal,Y,1.50,300,4,jig,7/27/2015,ATF,FALSE,1560,16.50,41.9,419,86.498049,76-95,Y,,,,,,,,,,,,,,
7,27,2015,208,Charter,Kaley Y,Kenji Yamada,1,3,B,,N. Lynn Canal,Y,1.25,350,4,"skin, cod, salmon",7/27/2015,ATF,FALSE,1516,19.00,48.3,483,99.603814,96-115,Y,,,,,,,,,,,,,,0
7,27,2015,208,Charter,Miley T,Brandon Rux,1,7,D,,Favorite Channel,N,1.00,300,4,"skin, salmon",7/27/2015,ATF,FALSE,0975,20.00,50.8,508,104.84612,96-115,Y,,,,,,,,,,,,,,
7,27,2015,208,Charter,Shelter Lodge,Richard Yamada,1,7,D,,Favorite Channel,N,2.50,300,4,"skin, cod, salmon",7/27/2015,ATF,FALSE,1658,20.00,50.8,508,104.84612,96-115,Y,,,,,,,,,,,,,,
7,27,2015,208,Charter,Kiska Ann,Ben Huntley,1,3,B,,N. Lynn Canal,Y,1.92,350,4,"skin, cod, salmon",7/27/2015,ATF,FALSE,1539,20.50,52.1,521,107.467273,96-115,Y,,,,,,,,,,,,,,0
7,27,2015,208,Charter,Kiska Ann,Ben Huntley,1,3,B,,N. Lynn Canal,Y,1.92,350,4,"skin, cod, salmon",7/27/2015,ATF,FALSE,1543,20.75,52.7,527,108.7778495,96-115,Y,,,,,,,,,,,,,,0
7,27,2015,208,Charter,Shelter Lodge,Richard Yamada,1,7,D,,Favorite Channel,N,2.50,300,4,"skin, cod, salmon",7/27/2015,ATF,FALSE,1652,21.25,54.0,540,111.3990025,96-115,Y,,,,,,,,,,,,,,
7,27,2015,208,Charter,Kiska Ann,Ben Huntley,1,3,B,,N. Lynn Canal,Y,1.92,350,4,"skin, cod, salmon",7/27/2015,ATF,FALSE,1537,21.50,54.6,546,112.709579,96-115,Y,,,,,,,,,,,,,,0
7,27,2015,208,Charter,Kaley Y,Kenji Yamada,1,3,B,,N. Lynn Canal,Y,1.25,350,4,"skin, cod, salmon",7/27/2015,ATF,FALSE,1551,21.50,54.6,546,112.709579,96-115,Y,,,,,,,,,,,,,,0
7,27,2015,208,Charter,Miley T,Brandon Rux,1,7,D,,Favorite Channel,N,1.00,300,4,"skin, salmon",7/27/2015,ATF,FALSE,0970,21.75,55.2,552,114.0201555,96-115,Y,,,,,,,,,,,,,,
7,27,2015,208,Charter,Shelter Lodge,Richard Yamada,1,7,D,,Favorite Channel,N,2.50,300,4,"skin, cod, salmon",7/27/2015,ATF,FALSE,1653,22.00,55.9,559,115.330732,96-115,Y,,,,,,,,,,,,,,
7,27,2015,208,Charter,Shelter Lodge,Richard Yamada,1,7,D,,Favorite Channel,N,2.50,300,4,"skin, cod, salmon",7/27/2015,ATF,FALSE,1662,22.25,56.5,565,116.6413085,116-135,Y,,,,,,,,,,,,,,
7,27,2015,208,Charter,Miley T,Brandon Rux,1,7,D,,Favorite Channel,N,1.00,300,4,"skin, salmon",7/27/2015,ATF,FALSE,0995,22.50,57.2,572,117.951885,116-135,Y,,,,,,,,,,,,,,
7,27,2015,208,Charter,Shelter Lodge,Richard Yamada,1,7,D,,Favorite Channel,N,2.50,300,4,"skin, cod, salmon",7/27/2015,ATF,FALSE,1675,22.50,57.2,572,117.951885,116-135,Y,,,,,,,,,,,,,,
7,27,2015,208,Charter,Shelter Lodge,Richard Yamada,1,7,D,,Favorite Channel,N,2.50,300,4,"skin, cod, salmon",7/27/2015,ATF,FALSE,1663,22.75,57.8,578,119.2624615,116-135,Y,,,,,,,,,,,,,,
7,27,2015,208,Charter,Kaley Y,Kenji Yamada,1,3,B,,N. Lynn Canal,Y,1.25,350,4,"skin, cod, salmon",7/27/2015,ATF,FALSE,1513,22.75,57.8,578,119.2624615,116-135,Y,,5,,,,,,,,,,,,0
7,27,2015,208,Charter,Kaley Y,Kenji Yamada,1,3,B,,N. Lynn Canal,Y,1.25,350,4,"skin, cod, salmon",7/27/2015,ATF,FALSE,1505,23.00,58.4,584,120.573038,116-135,Y,,,,,,,,,,,,,,0
7,27,2015,208,Charter,Miley T,Brandon Rux,1,7,D,,Favorite Channel,N,1.00,300,4,"skin, salmon",7/27/2015,ATF,FALSE,0958,23.00,58.4,584,120.573038,116-135,Y,,,,,,,,,,,,,,
7,27,2015,208,Charter,Shelter Lodge,Richard Yamada,1,7,D,,Favorite Channel,N,2.50,300,4,"skin, cod, salmon",7/27/2015,ATF,FALSE,1670,23.25,59.1,591,121.8836145,116-135,Y,,,,,,,,,,,,,,
7,27,2015,208,Charter,Kaley Y,Kenji Yamada,1,3,B,,N. Lynn Canal,Y,1.25,350,4,"skin, cod, salmon",7/27/2015,ATF,FALSE,1511,24.00,61.0,610,125.815344,116-135,Y,,,,,,,,,,,,,,0
7,27,2015,208,Charter,Kaley Y,Kenji Yamada,2,5,C,,Lynn Canal,Y,1.50,300,4,jig,7/27/2015,ATF,FALSE,1553,24.50,62.2,622,128.436497,116-135,Y,,,,,,,,,,,,,,
7,27,2015,208,Charter,Miley T,Brandon Rux,1,7,D,,Favorite Channel,N,1.00,300,4,"skin, salmon",7/27/2015,ATF,FALSE,0985,24.75,62.9,629,129.7470735,116-135,Y,,,,,,,,,,,,,,
7,27,2015,208,Charter,Kiska Ann,Ben Huntley,1,3,B,,N. Lynn Canal,Y,1.92,350,4,"skin, cod, salmon",7/27/2015,ATF,FALSE,1535,25.00,63.5,635,131.05765,116-135,Y,,,,,,,,,,,,,,0
7,27,2015,208,Charter,Shelter Lodge,Richard Yamada,1,7,D,,Favorite Channel,N,2.50,300,4,"skin, cod, salmon",7/27/2015,ATF,FALSE,1668,25.00,63.5,635,131.05765,116-135,Y,,,,,,,,,,,,,,
7,27,2015,208,Charter,Shelter Lodge,Richard Yamada,1,7,D,,Favorite Channel,N,2.50,300,4,"skin, cod, salmon",7/27/2015,ATF,FALSE,1672,25.00,63.5,635,131.05765,116-135,Y,,,,,,,,,,,,,,
7,27,2015,208,Charter,Shelter Lodge,Richard Yamada,1,7,D,,Favorite Channel,N,2.50,300,4,"skin, cod, salmon",7/27/2015,ATF,FALSE,1655,25.50,64.8,648,133.678803,116-135,Y,,,,,,,,,,,,,,
7,27,2015,208,Charter,Kaley Y,Kenji Yamada,2,5,C,,Lynn Canal,Y,1.50,300,4,jig,7/27/2015,ATF,FALSE,1552,25.75,65.4,654,134.9893795,116-135,Y,,,,,,,,,,,,,,
7,27,2015,208,Charter,Miley T,Brandon Rux,1,7,D,,Favorite Channel,N,1.00,300,4,"skin, salmon",7/27/2015,ATF,FALSE,0991,26.00,66.0,660,136.299956,>136,Y,,,,,,,,,,,,,,
7,27,2015,208,Charter,Kiska Ann,Ben Huntley,1,3,B,,N. Lynn Canal,Y,1.92,350,4,"skin, cod, salmon",7/27/2015,ATF,FALSE,1549,26.00,66.0,660,136.299956,>136,Y,,,,,,,,,,,,,,0
7,27,2015,208,Charter,Kaley Y,Kenji Yamada,1,3,B,,N. Lynn Canal,Y,1.25,350,4,"skin, cod, salmon",7/27/2015,ATF,FALSE,1573,27.00,68.6,686,141.542262,>136,Y,,,,,,,,,,,,,,0
7,27,2015,208,Charter,Shelter Lodge,Richard Yamada,1,7,D,,Favorite Channel,N,2.50,300,4,"skin, cod, salmon",7/27/2015,ATF,FALSE,1671,29.00,73.7,737,152.026874,>136,Y,,,,,,,,,,,,,,
7,28,2015,209,Charter,Kaley Y,Kenji Yamada,1,3,B,,N. Lynn Canal,Y,1.50,350,4,"skin, cod, salmon",7/28/2015,ATF,FALSE,1554,21.25,54.0,540,111.3990025,96-115,Y,,,,,,,,,,,,,,0
7,28,2015,209,Charter,Shelter Lodge,Richard Yamada,1,3,B,,N. Lynn Canal,N,0.75,250,4,"skin, cod, salmon",7/28/2015,ATF,FALSE,1790A,21.50,54.6,546,112.709579,96-115,Y,,,,,,,,,,,,,,0
7,28,2015,209,Charter,Kiska Ann,Ben Huntley,1,3,B,,N. Lynn Canal,Y,1.17,250,4,"skin, cod, salmon",7/28/2015,ATF,FALSE,1699,21.50,54.6,546,112.709579,96-115,Y,,,,,,,,,,,,,,0
7,28,2015,209,Charter,Kaley Y,Kenji Yamada,1,3,B,,N. Lynn Canal,Y,1.50,350,4,"skin, cod, salmon",7/28/2015,ATF,FALSE,1524,22.50,57.2,572,117.951885,116-135,Y,,,,,,,,,,,,,,0
7,28,2015,209,Charter,Kaley Y,Kenji Yamada,1,3,B,,N. Lynn Canal,Y,1.50,350,4,"skin, cod, salmon",7/28/2015,ATF,FALSE,1568,23.50,59.7,597,123.194191,116-135,Y,,,,,,,,,,,,,,0
7,28,2015,209,Charter,Kiska Ann,Ben Huntley,1,3,B,,N. Lynn Canal,Y,1.17,250,4,"skin, cod, salmon",7/28/2015,ATF,FALSE,1677,23.75,60.3,603,124.5047675,116-135,Y,,,,,,,,,,,,,,0
7,28,2015,209,Charter,Kaley Y,Kenji Yamada,1,3,B,,N. Lynn Canal,Y,1.50,350,4,"skin, cod, salmon",7/28/2015,ATF,FALSE,1565,24.00,61.0,610,125.815344,116-135,Y,,,,,,,,,,,,,,0
7,28,2015,209,Charter,Kaley Y,Kenji Yamada,1,3,B,,N. Lynn Canal,Y,1.50,350,4,"skin, cod, salmon",7/28/2015,ATF,FALSE,1520,26.00,66.0,660,136.299956,>136,Y,,,,,,,,,,,,,,0
7,29,2015,210,Charter,Kiska Ann,Ben Huntley,1,9,F,,Funter Bay,Y,1.50,300,4,"skin, cod, salmon",7/29/2015,ATF,FALSE,1700,17.50,44.5,444,91.740355,76-95,Y,,,,,,,,,,,,,,0
7,29,2015,210,Charter,Shelter Lodge,Richard Yamada,1,9,F,,Funter Bay,N,2.25,250,4,"skin, cod, salmon",7/29/2015,ATF,FALSE,1771,19.75,50.2,502,103.5355435,96-115,Y,,,,,,,,,,,,,,0
7,29,2015,210,Charter,Kiska Ann,Ben Huntley,1,9,F,,Funter Bay,Y,1.50,300,4,"skin, cod, salmon",7/29/2015,ATF,FALSE,1682,20.50,52.1,521,107.467273,96-115,Y,,,,,,,,,,,,,,0
7,29,2015,210,Charter,Shelter Lodge,Richard Yamada,1,9,F,,Funter Bay,N,2.25,250,4,"skin, cod, salmon",7/29/2015,ATF,FALSE,1712,20.75,52.7,527,108.7778495,96-115,Y,,,,,,,,,,,,,,0
7,29,2015,210,Charter,Kiska Ann,Ben Huntley,1,9,F,,Funter Bay,Y,1.50,300,4,"skin, cod, salmon",7/29/2015,ATF,FALSE,1684,20.75,52.7,527,108.7778495,96-115,Y,,3,,,,,,,,,,,,0
7,29,2015,210,Charter,Shelter Lodge,Richard Yamada,1,9,F,,Funter Bay,N,2.25,250,4,"skin, cod, salmon",7/29/2015,ATF,FALSE,1716,21.25,54.0,540,111.3990025,96-115,Y,,,,,,,,,,,,,,0
7,29,2015,210,Charter,Kiska Ann,Ben Huntley,1,9,F,,Funter Bay,Y,1.50,300,4,"skin, cod, salmon",7/29/2015,ATF,FALSE,1680,21.25,54.0,540,111.3990025,96-115,Y,,,,,,,,,,,,,,0
7,29,2015,210,Charter,Shelter Lodge,Richard Yamada,1,9,F,,Funter Bay,N,2.25,250,4,"skin, cod, salmon",7/29/2015,ATF,FALSE,1702,21.25,54.0,540,111.3990025,96-115,Y,,,,,,,,,,,,,,0
7,29,2015,210,Charter,Ho'okipa,Jon Wilson,1,8,E,,Howard Bay,Y,3.50,350,4,"skin, salmon",7/29/2015,ATF,FALSE,1579,22.00,55.9,559,115.330732,96-115,Y,,,,,,,,,,,,,,0
7,29,2015,210,Charter,Kaley Y,Kenji Yamada,1,11,G,,Icy Strait,Y,,250,4,"skin, cod, salmon, ATF",7/29/2015,ATF,FALSE,1557,22.50,57.2,572,117.951885,116-135,Y,,,,,,,,,,,,,,0
7,29,2015,210,Charter,Ho'okipa,Jon Wilson,1,8,E,,Howard Bay,Y,3.50,350,4,"skin, salmon",7/29/2015,ATF,FALSE,1577,23.00,58.4,584,120.573038,116-135,Y,,,,,,,,,,,,,,0
7,29,2015,210,Charter,Kaley Y,Kenji Yamada,1,11,G,,Icy Strait,Y,,250,4,"skin, cod, salmon, ATF",7/29/2015,ATF,FALSE,1564,23.50,59.7,597,123.194191,116-135,Y,,,,,,,,,,,,,,0
7,29,2015,210,Charter,Shelter Lodge,Richard Yamada,1,9,F,,Funter Bay,N,2.25,250,4,"skin, cod, salmon",7/29/2015,ATF,FALSE,1705,23.50,59.7,597,123.194191,116-135,Y,,,,,,,,,,,,,,0
7,29,2015,210,Charter,Ho'okipa,Jon Wilson,1,8,E,,Howard Bay,Y,3.50,350,4,"skin, salmon",7/29/2015,ATF,FALSE,1587,24.00,61.0,610,125.815344,116-135,Y,,,,,,,,,,,,,,0
7,29,2015,210,Charter,Kaley Y,Kenji Yamada,1,11,G,,Icy Strait,Y,,250,4,"skin, cod, salmon, ATF",7/29/2015,ATF,FALSE,1501,24.50,62.2,622,128.436497,116-135,Y,,,,,,,,,,,,,,0
7,29,2015,210,Charter,Kaley Y,Kenji Yamada,1,11,G,,Icy Strait,Y,,250,4,"skin, cod, salmon, ATF",7/29/2015,ATF,FALSE,1512,24.75,62.9,629,129.7470735,116-135,Y,,,,,,,,,,,,,,0
7,29,2015,210,Charter,Kiska Ann,Ben Huntley,1,9,F,,Funter Bay,Y,1.50,300,4,"skin, cod, salmon",7/29/2015,ATF,FALSE,1687,25.00,63.5,635,131.05765,116-135,Y,,,,,,,,,,,,,,0
7,29,2015,210,Charter,Shelter Lodge,Richard Yamada,1,9,F,,Funter Bay,N,2.25,250,4,"skin, cod, salmon",7/29/2015,ATF,FALSE,1721,25.00,63.5,635,131.05765,116-135,Y,,,,,,,,,,,,,,0
7,29,2015,210,Charter,Kiska Ann,Ben Huntley,1,9,F,,Funter Bay,Y,1.50,300,4,"skin, cod, salmon",7/29/2015,ATF,FALSE,1692,25.50,64.8,648,133.678803,116-135,Y,,,,,,,,,,,,,,0
7,29,2015,210,Charter,Kaley Y,Kenji Yamada,1,11,G,,Icy Strait,Y,,250,4,"skin, cod, salmon, ATF",7/29/2015,ATF,FALSE,1558,25.75,65.4,654,134.9893795,116-135,Y,,,,,,,,,,,,,,0
8,1,2015,213,Charter,Miley T,Brandon Rux,1,3,B,,N. Lynn Canal,N,2.50,350,4,"skin, cod, salmon",8/1/2015,ATF,FALSE,0905,20.75,52.7,527,108.7778495,96-115,Y,,,,,,,,,,,,,,0
8,1,2015,213,Charter,Kiska Ann,Ben Huntley,1,2,B,,N. Lynn Canal,Y,2.25,350,4,"skin, cod, salmon",8/1/2015,ATF,FALSE,2054,21.75,55.2,552,114.0201555,96-115,Y,,,,,,,,,,,,,,
8,1,2015,213,Charter,Kaley Y,Kenji Yamada,1,2,B,,N. Lynn Canal,Y,1.50,350,4,"skin, cod, salmon",8/1/2015,ATF,FALSE,1525,22.00,55.9,559,115.330732,96-115,Y,,7,,,,,,,,,,,,
8,1,2015,213,Charter,Miley T,Brandon Rux,1,3,B,,N. Lynn Canal,N,2.50,350,4,"skin, cod, salmon",8/1/2015,ATF,FALSE,0940,23.00,58.4,584,120.573038,116-135,Y,,6,0,,,,,,,,,,,0
8,1,2015,213,Charter,Kaley Y,Kenji Yamada,1,2,B,,N. Lynn Canal,Y,1.50,350,4,"skin, cod, salmon",8/1/2015,ATF,FALSE,1519,24.00,61.0,610,125.815344,116-135,Y,,,,,,,,,,,,,,
8,1,2015,213,Charter,Miley T,Brandon Rux,1,3,B,,N. Lynn Canal,N,2.50,350,4,"skin, cod, salmon",8/1/2015,ATF,FALSE,0934A,25.25,64.1,641,132.3682265,116-135,Y,,,,,,,,,,,,,,0
8,1,2015,213,Charter,Kiska Ann,Ben Huntley,1,2,B,,N. Lynn Canal,Y,2.25,350,4,"skin, cod, salmon",8/1/2015,ATF,FALSE,2060,25.50,64.8,648,133.678803,116-135,Y,,,,,,,,,,,,,,
8,2,2015,214,Charter,Miley T,Brandon Rux,1,1,B,,N. Lynn Canal,N,1.00,300,4,"skin, cod, salmon",8/2/2015,ATF,FALSE,0929,18.75,47.6,476,98.2932375,96-115,Y,,,,,,,,,,,,,,
8,2,2015,214,Charter,Miley T,Brandon Rux,1,1,B,,N. Lynn Canal,N,1.00,300,4,"skin, cod, salmon",8/2/2015,ATF,FALSE,0948,20.00,50.8,508,104.84612,96-115,Y,,,,,,,,,,,,,,
8,2,2015,214,Charter,Miley T,Brandon Rux,1,1,B,,N. Lynn Canal,N,1.00,300,4,"skin, cod, salmon",8/2/2015,ATF,FALSE,0934B,21.25,54.0,540,111.3990025,96-115,Y,,,,,,,,,,,,,,
8,2,2015,214,Charter,Miley T,Brandon Rux,1,1,B,,N. Lynn Canal,N,1.00,300,4,"skin, cod, salmon",8/2/2015,ATF,FALSE,0941,21.50,54.6,546,112.709579,96-115,Y,,,,,,,,,,,,,,
8,2,2015,,Charter,Shelter Lodge Station,Richard Yamada,1,7,,,Favorite Channel,N,2.00,,4,"skin, cod, salmon",8/2/2015,ATF,FALSE,1772,21.50,54.6,546,112.709579,96-115,Y,,,,,,,,,,,,,,
8,2,2015,,Charter,Shleter Lodge Station,Richard Yamada,1,7,,,Favorite Channel,N,2.00,,4,"skin, cod, salmon",8/2/2015,ATF,FALSE,1764,22.00,55.9,559,115.330732,96-115,Y,,,,,,,,,,,,,,
8,2,2015,,Charter,Shelter Lodge Station,Richard Yamada,1,7,,,Favorite Channel,N,2.00,,4,"skin, cod, salmon",8/2/2015,ATF,FALSE,1763,22.00,55.9,559,115.330732,96-115,Y,,,,,,,,,,,,,,
8,2,2015,214,Charter,Miley T,Brandon Rux,1,1,B,,N. Lynn Canal,N,1.00,300,4,"skin, cod, salmon",8/2/2015,ATF,FALSE,0935,22.25,56.5,565,116.6413085,116-135,Y,,,,,,,,,,,,,,
8,2,2015,,Charter,Shelter Lodge Station,Richard Yamada,1,7,,,Favorite Channel,N,2.00,,4,"skin, cod, salmon",8/2/2015,ATF,FALSE,1756,22.50,57.2,572,117.951885,116-135,Y,,,,,,,,,,,,,,
8,2,2015,214,Charter,Shelter Lodge,Richard Yamada,1,7,D,,Favorite Channel,N,2.00,300,4,"skin, cod, salmon",8/2/2015,ATF,FALSE,1758,22.50,57.2,572,117.951885,116-135,Y,,,,,,,,,,,,,,
8,2,2015,,Charter,Shelter Lodge Station,Richard Yamada,1,7,,,Favorite Channel,N,2.00,,4,"skin, cod, salmon",8/2/2015,ATF,FALSE,1761,22.75,57.8,578,119.2624615,116-135,Y,,,,,,,,,,,,,,
8,2,2015,,Charter,Shelter Lodge Station,Richard Yamada,1,7,,,Favorite Channel,N,2.00,,4,"skin, cod, salmon",8/2/2015,ATF,FALSE,1755,22.75,57.8,578,119.2624615,116-135,Y,,,,,,,,,,,,,,
8,2,2015,,Charter,Shelter Lodge Station,Richard Yamada,1,7,,,Favorite Channel,N,2.00,,4,"skin, cod salmon",8/2/2015,ATF,FALSE,1765,23.00,58.4,584,120.573038,116-135,Y,,,,,,,,,,,,,,
8,2,2015,,Charter,Shelter Lodge Station,Richard Yamada,1,7,,,Favorite Channel,N,2.00,,4,"skin, cod, salmon",8/2/2015,ATF,FALSE,1766,23.00,58.4,584,120.53176,116-135,Y,,,,,,,,,,,,,,
8,2,2015,,Charter,Shelter Lodge Station,Richard Yamada,1,7,,,Favorite Channel,N,2.00,,4,"skin, cod, salmon",8/2/2015,ATF,FALSE,1760,23.00,58.4,584,120.53176,116-135,Y,,,,,,,,,,,,,,
8,2,2015,,Charter,Shelter Lodge Station,Richard Yamada,1,7,,,Favorite Channel,N,2.00,,4,"Skin, cod, salmon",8/2/2015,ATF,FALSE,1773,23.50,59.7,597,123.194191,116-135,Y,,,,,,,,,,,,,,
8,2,2015,214,Charter,Shelter Lodge,Richard Yamada,1,7,D,,Favorite Channel,N,2.00,300,4,"skin, cod, salmon",8/2/2015,ATF,FALSE,1769,23.75,60.3,603,124.5047675,116-135,Y,,,,,,,,,,,,,,
8,2,2015,,Charter,Shelter Lodge Station,Richard Yamada,1,7,,,Favorite Channel,N,2.00,,4,"skin, cod, salmon",8/2/2015,ATF,FALSE,1770,23.75,60.3,603,124.5047675,116-135,Y,,,,,,,,,,,,,,
8,2,2015,,Charter,Shelter Lodge Station,Richard Yamada,1,7,,,Favorite  Channel,N,2.00,,4,"Skin, cod, salmon",8/2/2015,ATF,FALSE,1754,23.75,60.3,603,124.5047675,116-135,Y,,,,,,,,,,,,,,
8,2,2015,,Charter,Shelter Lodge Station,Richard Yamada,1,7,,,Favorite Channel,N,2.00,,4,"skin, cod, salmon",8/2/2015,ATF,FALSE,1759,24.00,61.0,610,125.815344,116-135,Y,,,,,,,,,,,,,,
8,2,2015,214,Charter,Miley T,Brandon Rux,1,1,B,,N. Lynn Canal,N,1.00,300,4,"skin, cod, salmon",8/2/2015,ATF,FALSE,0919,24.25,61.6,616,127.1259205,116-135,Y,,,,,,,,,,,,,,
8,2,2015,214,Charter,Miley T,Brandon Rux,1,1,B,,N. Lynn Canal,N,1.00,300,4,"skin, cod, salmon",8/2/2015,ATF,FALSE,0944B,25.24,64.1,641,132.3158034,116-135,Y,,,,,,,,,,,,,,
8,2,2015,,Charter,Shelter Lodge Station,Richard Yamada,1,7,,,Favorite Channel,N,2.00,,4,"skin, cod, salmon",8/2/2015,ATF,FALSE,1774,25.50,64.8,648,133.678803,116-135,Y,,,,,,,,,,,,,,
